category,rating,num_reviews,brand_tier,price
appliances,4.7,800,3,2762.32
food,4.8,2688,3,73.16
books,3.8,912,3,87.27
books,5.0,1558,3,101.45
food,5.0,56,1,17.22
phone,3.0,4988,3,1088.92
books,4.6,1161,3,100.74
books,3.9,3198,3,65.94
clothing,3.9,191,1,21.0
sports,3.5,1562,3,552.37
appliances,4.2,3044,3,2477.66
clothing,3.9,799,2,216.35
furniture,4.4,261,2,1025.96
books,3.6,93,1,35.52
toys,3.8,489,2,96.94
appliances,3.1,158,1,844.84
appliances,3.5,579,3,2969.01
toys,4.5,573,3,191.42
electronics,4.0,250,1,363.78
furniture,4.1,1583,3,2362.02
clothing,4.0,535,1,98.87
sports,2.8,1256,2,294.8
phone,4.1,681,2,650.13
phone,5.0,626,2,884.99
sports,3.9,703,3,448.64
sports,3.3,1566,3,499.77
food,4.5,890,1,7.16
appliances,3.8,197,1,198.45
furniture,3.2,1148,2,1275.51
electronics,3.2,1285,2,397.49
furniture,3.1,609,3,1709.76
phone,4.7,110,1,307.61
beauty,4.3,240,2,232.54
food,4.4,531,3,53.26
sports,3.7,155,2,394.09
phone,4.2,112,1,321.46
phone,4.1,1390,3,1297.46
beauty,3.0,103,2,129.15
phone,4.6,1708,3,1320.96
sports,3.6,1113,2,294.18
food,4.6,35,1,36.23
sports,5.0,287,1,111.89
phone,4.1,354,1,672.11
sports,4.8,949,2,253.59
food,3.4,111,1,8.22
food,4.9,1532,3,59.27
food,4.4,1348,3,78.43
electronics,4.5,393,1,50.77
appliances,3.5,264,2,1623.95
food,4.5,714,2,40.86
clothing,4.1,222,2,192.76
clothing,4.3,59,1,26.4
beauty,3.4,82,1,54.18
sports,3.3,1698,2,319.39
electronics,4.3,178,1,215.2
electronics,3.8,1163,1,257.9
food,4.1,121,2,46.56
phone,3.8,1649,2,604.43
toys,4.1,1434,3,203.01
clothing,3.4,100,2,107.52
electronics,3.5,455,3,931.9
books,4.5,361,2,69.11
phone,4.5,565,2,785.65
food,3.7,1839,2,46.53
food,4.0,888,2,48.99
appliances,4.6,454,3,3112.28
sports,4.0,1062,3,446.14
food,4.9,486,2,50.13
food,4.2,515,2,48.06
books,3.9,275,2,59.4
appliances,3.4,1130,3,1894.72
clothing,2.5,586,2,173.54
beauty,3.9,746,3,273.88
phone,4.2,251,2,1145.78
phone,3.7,210,2,1010.16
phone,3.4,881,3,1266.68
books,4.9,1247,2,53.3
appliances,3.7,678,3,2960.0
appliances,3.5,1833,3,1917.95
sports,3.8,453,1,233.71
clothing,3.9,39,1,66.5
toys,3.5,118,2,69.76
beauty,3.3,4063,3,329.76
beauty,3.4,1905,3,299.67
appliances,2.9,255,2,1087.46
appliances,3.3,486,3,2323.26
books,4.5,20,1,45.69
electronics,3.4,57,1,257.52
clothing,4.1,364,2,194.43
clothing,2.6,834,1,56.86
phone,4.9,137,1,584.44
phone,4.3,819,2,815.28
furniture,4.5,491,2,1059.61
furniture,3.2,401,3,2399.87
food,4.5,319,2,35.07
sports,3.4,486,2,209.04
toys,3.4,132,2,88.81
furniture,3.4,139,1,370.8
toys,3.9,431,3,195.14
appliances,3.7,206,2,1645.2
phone,4.2,259,1,722.35
toys,5.0,536,1,47.51
electronics,3.1,42,1,181.24
food,3.6,10,1,31.33
sports,4.4,451,2,260.64
phone,3.5,659,3,1417.44
sports,3.4,624,3,495.86
clothing,4.4,1008,3,290.95
appliances,3.9,490,1,970.39
beauty,4.3,1295,3,294.79
furniture,4.8,601,3,1851.27
food,5.0,276,2,52.09
beauty,3.6,505,2,266.45
toys,3.9,521,3,152.46
appliances,2.9,524,2,1785.11
clothing,3.5,699,2,144.1
toys,3.7,494,2,131.85
furniture,5.0,1683,3,2484.83
appliances,3.8,1619,3,1962.89
furniture,4.0,2621,3,2155.67
phone,3.2,379,2,622.24
sports,3.2,4288,3,525.88
clothing,3.6,930,2,150.95
phone,3.8,280,2,855.77
toys,3.8,164,1,43.58
toys,4.3,98,1,59.03
food,4.1,264,2,42.74
books,4.4,284,2,38.62
clothing,3.1,1113,2,112.82
books,4.0,151,1,35.57
phone,2.6,644,2,710.13
books,4.7,401,2,65.73
toys,3.9,711,1,60.68
furniture,4.7,1340,3,2227.51
beauty,2.8,590,3,340.61
books,3.7,377,1,40.27
appliances,4.0,733,1,930.19
food,2.8,1210,3,53.76
food,3.9,357,2,50.02
appliances,3.4,355,1,350.97
clothing,3.4,269,2,101.99
appliances,4.3,811,2,1299.31
toys,5.0,797,2,120.75
phone,3.4,1406,3,1230.33
clothing,2.7,266,1,34.21
clothing,2.6,164,1,65.43
beauty,5.0,2959,3,399.58
appliances,4.7,20,1,1058.04
beauty,4.5,1199,3,308.25
clothing,3.5,1138,2,113.57
furniture,3.0,2566,3,2100.11
electronics,3.5,33,1,168.84
clothing,3.7,47,1,45.97
sports,4.0,49,1,200.45
beauty,3.6,247,2,252.74
furniture,4.2,886,3,2173.29
furniture,3.3,123,2,1282.48
electronics,4.0,48,1,213.04
furniture,3.1,170,2,1010.53
furniture,4.0,159,1,778.68
appliances,3.8,1330,3,2464.55
toys,4.0,248,1,51.4
appliances,4.4,385,2,1512.23
phone,3.3,987,3,1200.3
appliances,3.9,1062,1,561.67
food,3.5,26,1,31.15
furniture,4.0,1974,3,1890.92
phone,3.3,317,1,234.21
food,4.1,948,2,45.22
food,4.5,5528,3,60.51
books,3.9,1084,2,64.47
clothing,5.0,1141,2,166.8
phone,3.9,494,2,770.81
furniture,4.2,159,1,520.15
food,4.7,145,2,29.36
beauty,2.5,1053,2,201.07
appliances,4.3,699,1,388.54
electronics,4.0,367,2,391.03
sports,5.0,573,3,573.05
appliances,4.1,872,3,3070.65
furniture,3.7,675,3,1655.09
books,4.6,542,2,42.82
beauty,3.8,235,2,178.19
clothing,2.9,924,2,165.63
books,4.8,2884,3,86.94
clothing,3.3,424,1,24.85
furniture,2.7,986,3,1557.39
food,4.3,704,2,44.8
books,5.0,438,1,43.43
toys,4.3,221,2,116.62
sports,4.1,228,1,146.76
sports,3.4,164,2,401.31
appliances,3.8,258,1,455.78
furniture,4.3,1026,3,2042.22
phone,3.1,137,2,648.9
appliances,4.7,129,2,1469.58
appliances,3.3,812,2,1888.86
phone,4.4,4132,3,1516.86
clothing,3.4,2269,3,265.87
electronics,4.4,267,1,205.05
sports,3.1,1215,3,518.43
books,4.2,80,1,31.2
books,4.3,568,3,88.02
appliances,3.8,252,1,233.37
books,3.7,67,1,20.55
sports,4.8,551,2,301.02
clothing,3.2,1118,3,184.67
sports,4.0,550,2,366.4
electronics,4.8,1277,2,734.82
electronics,3.3,537,1,55.06
beauty,4.1,421,1,119.63
toys,4.2,179,2,75.52
phone,3.7,456,2,647.16
furniture,2.9,2623,3,2288.21
toys,4.3,891,2,118.3
appliances,3.8,1709,2,2116.08
furniture,3.8,2866,3,1807.35
beauty,4.0,642,2,264.59
clothing,4.6,17,1,59.48
sports,4.2,1233,2,241.42
toys,4.4,834,2,81.65
books,3.8,2006,3,81.14
clothing,4.4,1081,1,84.76
books,3.4,341,1,26.08
sports,4.7,14,1,170.86
sports,3.6,249,2,336.94
books,4.6,435,1,18.13
electronics,3.6,823,2,696.93
electronics,3.5,1884,3,786.84
toys,4.0,243,1,36.03
sports,3.1,1256,3,390.25
food,3.6,460,3,76.1
food,4.0,67,1,22.81
electronics,3.7,938,3,677.88
appliances,3.4,128,2,1994.94
electronics,3.6,869,2,386.07
sports,4.4,725,3,523.42
appliances,3.5,666,3,2894.52
electronics,3.9,521,3,963.93
food,4.3,563,2,56.0
phone,3.9,597,3,1403.78
clothing,4.2,1098,2,180.51
electronics,5.0,533,1,200.3
beauty,4.6,70,1,90.49
sports,4.0,4285,3,489.82
clothing,3.4,2996,3,293.38
toys,3.3,1898,2,118.92
beauty,3.2,178,2,134.28
beauty,4.0,110,2,270.59
phone,4.2,1675,1,719.93
clothing,4.7,738,2,162.67
beauty,4.0,203,2,193.89
clothing,3.2,1815,2,137.39
toys,4.3,653,2,85.0
clothing,3.2,662,3,294.33
toys,4.5,1162,3,164.91
electronics,3.7,309,2,631.4
furniture,3.6,519,3,1679.8
clothing,4.2,2288,3,243.93
furniture,3.6,1266,3,2369.76
books,3.7,1631,3,70.37
furniture,3.6,493,3,2276.68
sports,3.2,1015,3,440.87
sports,5.0,605,2,408.67
food,4.1,695,2,52.67
phone,3.4,23,1,666.42
books,4.6,738,1,36.66
sports,3.3,569,2,419.96
toys,4.7,2726,3,155.96
beauty,3.9,411,2,188.6
furniture,2.7,1583,3,1488.99
electronics,4.5,453,1,381.27
toys,4.6,601,2,133.23
electronics,4.4,653,3,1011.14
phone,4.0,758,3,1059.25
electronics,5.0,257,2,582.03
sports,3.2,422,1,78.45
phone,2.9,1305,3,1286.99
toys,4.6,117,1,90.29
clothing,4.7,1949,3,300.21
appliances,3.9,214,2,1283.89
beauty,4.7,65,1,171.18
books,4.2,44,1,14.95
electronics,4.2,3394,3,738.95
sports,3.2,211,1,59.87
appliances,3.3,178,1,887.94
beauty,4.2,619,2,154.05
clothing,4.2,1093,2,211.16
clothing,3.3,429,1,124.77
books,3.2,17,1,24.19
books,3.6,273,1,38.2
books,4.3,1701,3,86.84
electronics,3.0,90,1,337.13
toys,4.0,383,2,126.58
appliances,4.1,1131,3,1949.39
phone,3.9,66,1,498.72
books,4.7,71,1,16.52
toys,2.8,610,2,137.76
electronics,4.6,1275,2,349.15
food,4.2,256,1,32.44
books,3.9,1590,3,73.01
electronics,4.8,1637,2,446.21
electronics,3.9,565,2,396.81
phone,3.5,3811,3,1311.79
books,4.2,491,1,46.3
clothing,4.2,555,1,83.48
clothing,3.3,265,1,60.86
toys,3.5,488,2,74.82
food,5.0,104,2,31.34
food,4.0,15,1,9.92
furniture,3.0,1012,2,1512.89
beauty,4.4,2192,3,307.82
appliances,3.7,32,1,861.2
appliances,3.9,3812,3,2563.04
clothing,2.9,653,1,58.01
sports,4.4,632,2,351.81
food,4.3,324,1,32.72
beauty,3.8,1008,3,391.7
toys,3.7,790,1,19.34
furniture,3.2,19,1,359.1
books,3.7,809,2,51.79
phone,4.5,546,3,1067.9
sports,3.9,2692,3,558.72
clothing,3.4,102,1,88.41
toys,3.4,25,1,46.96
food,4.2,129,1,21.56
appliances,3.6,117,2,1076.78
sports,4.6,842,2,385.06
electronics,4.4,532,3,921.99
sports,4.2,856,2,394.22
furniture,4.0,6064,3,1711.1
sports,4.0,429,1,175.11
clothing,4.2,606,2,187.04
furniture,4.1,173,2,1159.07
furniture,3.7,118,2,1091.27
electronics,2.1,30,1,130.71
toys,3.6,4077,3,133.08
books,4.5,124,1,25.87
furniture,3.3,202,2,1460.11
appliances,3.4,127,2,1091.79
furniture,4.1,1684,3,1720.19
electronics,3.3,623,3,611.5
toys,4.1,332,2,76.04
beauty,4.9,949,3,378.77
clothing,2.9,2023,3,257.45
food,4.4,642,2,44.73
beauty,3.3,11,1,95.65
appliances,3.7,867,1,562.27
clothing,4.2,580,3,239.52
phone,5.0,1243,3,1353.53
clothing,3.8,114,2,131.35
phone,4.4,100,1,261.23
toys,3.9,741,3,147.63
toys,5.0,688,2,126.46
clothing,4.4,769,3,242.99
sports,3.6,1191,3,570.29
books,4.3,1213,3,86.87
phone,4.4,366,2,1136.36
electronics,3.6,6483,3,972.58
books,4.1,735,1,38.74
clothing,3.5,3305,3,251.27
toys,3.5,467,1,66.63
clothing,3.9,25,1,39.65
toys,5.0,577,3,153.3
furniture,4.1,657,3,1803.73
phone,4.1,2003,3,1434.66
clothing,4.2,364,2,194.54
phone,5.0,587,1,286.98
electronics,3.6,284,2,684.41
phone,4.0,963,3,1155.22
electronics,4.4,182,1,416.81
clothing,3.7,616,1,55.35
sports,3.2,976,2,280.04
food,4.7,2774,2,60.44
phone,3.8,152,1,459.38
phone,3.4,506,2,690.8
books,3.5,845,2,55.34
beauty,4.0,933,2,161.07
sports,2.7,119,2,376.07
sports,3.9,420,1,106.35
toys,4.6,498,1,76.67
beauty,4.1,712,2,130.95
phone,3.5,2444,2,801.42
beauty,3.2,245,1,134.41
clothing,3.9,1457,3,281.35
appliances,3.3,153,1,316.24
clothing,4.4,20,1,23.19
toys,3.9,545,3,191.15
books,3.8,181,1,31.33
toys,5.0,330,2,83.26
toys,4.3,110,2,104.91
toys,3.9,230,2,140.13
beauty,4.3,533,3,262.16
clothing,4.1,428,2,191.86
toys,4.5,911,2,73.55
sports,4.6,4381,3,624.83
food,4.9,969,3,72.43
appliances,4.9,219,1,684.6
clothing,3.5,436,1,105.56
food,3.9,2310,3,79.13
books,4.3,25,1,23.69
appliances,3.8,1264,3,2093.22
clothing,4.0,600,2,154.31
phone,3.9,54,1,591.54
books,3.6,919,1,25.41
furniture,3.2,578,3,2434.66
beauty,5.0,183,2,155.24
furniture,5.0,926,3,1854.18
furniture,3.5,437,1,448.58
books,3.9,244,2,55.81
electronics,3.3,762,2,628.68
toys,3.7,14,1,27.61
sports,3.6,429,3,450.39
toys,4.2,131,1,17.71
phone,3.3,137,1,305.77
clothing,3.3,195,2,138.95
toys,5.0,73,1,75.77
toys,3.4,27,1,11.04
food,4.6,542,1,16.47
books,4.2,224,2,66.45
toys,4.2,1666,2,133.5
electronics,3.5,139,2,405.3
clothing,4.6,158,1,130.83
beauty,4.5,91,1,122.51
food,4.4,1290,2,43.77
furniture,4.8,215,1,1121.92
electronics,3.7,1064,3,690.4
sports,3.0,215,1,47.96
sports,3.8,3994,3,575.99
appliances,3.6,1262,3,2754.79
phone,3.8,71,1,235.18
sports,5.0,736,3,580.1
furniture,4.1,4010,3,1721.74
phone,3.6,677,3,1031.84
phone,4.0,139,1,642.5
phone,3.1,449,3,1242.41
phone,4.2,570,3,1198.76
phone,4.6,502,3,1400.7
sports,3.9,13,1,169.46
phone,4.8,555,2,823.63
beauty,4.1,79,1,24.0
sports,4.5,533,2,383.75
clothing,4.0,312,2,155.38
clothing,3.5,144,1,102.13
toys,3.9,1002,3,176.88
appliances,3.3,1058,2,1377.46
electronics,4.7,83,1,132.94
sports,4.3,3021,3,438.37
appliances,3.3,32,1,502.62
appliances,3.1,578,2,1816.44
books,5.0,141,1,48.15
food,4.0,357,1,26.72
furniture,3.7,2400,3,1888.55
clothing,4.3,443,2,134.9
books,4.8,473,3,80.54
toys,5.0,723,2,149.42
food,3.9,36,1,15.39
food,5.0,510,2,59.0
toys,4.0,244,1,13.34
appliances,4.0,854,2,1209.49
appliances,3.5,136,2,1664.74
appliances,3.2,1170,3,2175.52
phone,4.2,679,1,324.97
sports,4.0,12,1,143.44
furniture,4.8,525,3,2313.93
clothing,3.8,237,2,191.82
beauty,4.0,90,1,90.09
appliances,4.1,1322,3,2733.25
books,4.1,152,2,38.2
books,3.7,798,2,57.11
phone,3.3,963,3,1306.94
books,4.3,728,2,48.78
food,4.8,379,2,31.92
electronics,4.2,152,2,659.23
phone,4.6,1104,3,1453.63
phone,3.7,370,1,573.16
appliances,3.5,1548,3,2868.74
appliances,4.0,610,1,661.18
food,4.0,518,3,73.59
sports,4.6,614,3,520.29
appliances,3.4,525,2,1113.76
furniture,3.4,475,2,1621.04
toys,4.0,288,2,128.26
sports,4.2,627,1,98.48
clothing,3.3,1484,2,156.54
books,4.6,119,2,38.65
electronics,3.8,649,2,643.46
phone,3.9,4000,3,1372.5
sports,4.0,1886,2,277.11
beauty,4.5,974,3,414.24
toys,4.4,284,2,95.08
clothing,3.5,953,2,206.48
clothing,3.6,239,1,87.77
appliances,3.4,917,1,562.51
appliances,4.1,1587,3,2466.05
electronics,5.0,3239,2,624.66
electronics,3.8,2296,3,636.0
electronics,3.6,43,1,83.94
electronics,4.6,783,2,750.19
clothing,3.2,236,2,158.05
toys,4.6,26,1,42.57
clothing,4.0,148,1,38.77
toys,4.1,1120,2,127.27
electronics,3.8,411,2,715.49
food,4.4,606,3,73.3
books,4.2,2334,3,84.02
books,3.2,2364,3,77.71
electronics,3.8,2028,3,955.73
furniture,3.1,1139,3,2068.48
food,4.3,743,2,54.03
phone,4.2,224,1,209.5
furniture,3.6,1729,2,1012.27
beauty,3.4,1213,2,253.38
food,4.5,720,3,69.76
clothing,3.7,837,2,132.81
furniture,3.9,457,3,1703.71
food,4.4,62,1,12.9
appliances,3.5,918,3,2898.98
beauty,4.1,213,1,52.96
appliances,4.0,909,2,1923.96
toys,4.4,186,1,75.14
phone,3.7,1013,3,1456.58
beauty,4.6,195,1,153.23
sports,4.7,437,3,458.42
appliances,4.8,184,1,872.81
books,5.0,276,1,42.17
phone,4.5,97,1,560.3
food,4.1,88,1,16.92
sports,3.5,362,2,208.02
sports,4.0,313,2,373.91
appliances,3.8,576,2,1396.39
appliances,3.8,1013,2,1342.93
beauty,4.0,587,3,303.07
phone,5.0,132,1,493.46
electronics,4.4,464,2,346.37
electronics,4.9,1412,3,967.18
food,3.1,1731,3,57.14
books,4.1,1984,3,68.65
sports,2.9,1877,2,310.41
appliances,4.5,127,2,1635.07
phone,3.3,1198,3,1053.58
food,4.4,199,2,40.14
sports,4.2,36,1,224.47
food,3.7,334,2,37.17
sports,2.8,2050,3,522.49
furniture,5.0,530,2,911.0
toys,4.2,481,3,158.53
clothing,4.1,118,2,146.73
sports,4.0,251,2,392.71
food,3.9,844,2,50.44
sports,4.2,58,1,124.84
food,3.9,1022,3,55.74
furniture,3.8,568,2,1653.64
sports,3.6,17,1,161.28
food,4.1,109,1,22.85
toys,4.4,502,1,81.07
clothing,3.6,100,1,90.78
electronics,4.6,42,1,351.21
furniture,3.3,154,1,912.11
toys,3.7,594,1,31.85
toys,4.9,4493,3,195.07
electronics,4.6,3465,3,661.54
electronics,3.5,100,2,426.4
furniture,4.1,349,2,846.59
food,4.4,212,1,12.68
appliances,3.6,1762,3,2845.79
appliances,4.8,1320,3,2388.78
clothing,3.4,565,1,23.03
books,4.7,461,1,12.05
phone,3.9,4163,3,1521.24
appliances,3.5,66,1,319.45
furniture,3.0,955,2,1215.08
furniture,3.1,1008,2,1507.99
toys,4.8,64,1,23.75
electronics,4.2,933,2,436.77
electronics,3.4,333,1,167.16
phone,5.0,777,1,253.36
beauty,4.7,1159,3,383.48
sports,4.3,664,1,200.31
furniture,4.2,1555,2,1294.92
food,3.0,296,1,18.49
toys,4.2,531,3,195.79
beauty,4.3,543,2,257.32
furniture,4.7,17,1,426.85
appliances,4.1,773,3,3030.81
furniture,4.2,20,1,299.92
appliances,3.3,348,2,1891.63
food,4.0,1305,2,30.93
beauty,4.8,442,1,37.17
beauty,4.0,179,2,201.45
food,4.1,1123,2,52.23
furniture,3.5,991,3,2387.94
furniture,3.5,157,2,1341.2
phone,4.0,43,1,247.82
books,3.7,654,3,73.32
sports,4.4,467,3,404.15
clothing,3.1,225,2,195.92
electronics,4.8,955,3,743.24
food,4.6,123,2,44.47
books,4.7,2965,3,83.56
clothing,4.0,1061,3,209.48
phone,4.1,191,2,1126.54
furniture,3.7,521,2,1270.93
clothing,4.2,1139,3,236.24
beauty,3.4,86,1,20.27
appliances,2.6,838,2,1747.47
books,4.3,342,2,62.63
clothing,4.4,109,2,123.08
electronics,3.4,80,1,335.12
books,4.4,587,1,9.55
food,5.0,89,1,28.96
toys,3.4,643,2,126.69
appliances,4.3,440,3,2785.22
